employer_name,reviews_count,culture_count,salaries_count,benefits_count,employer-website,employer-headquarters,employer-founded,employer-industry,employer-revenue,url,Geral,Cultura e valores,Diversidade e inclusão,Qualidade de vida,Alta liderança,Remuneração e benefícios,Oportunidades de carreira,Recomendam para outras pessoas(%),Perspectiva positiva da empresa(%),Segmento,Nome,match_percent,nome_normalizado,ref_Segmento_Bancos,ref_CNPJ_Bancos,ref_Nome_Bancos,CNPJ,cnpj,Ano,Trimestre,Categoria,Tipo,instituição_financeira,Índice,Quantidade de reclamações reguladas procedentes,Quantidade de reclamações reguladas - outras,Quantidade de reclamações não reguladas,Quantidade total de reclamações,Quantidade total de clientes - CCS e SCR,Quantidade de clientes - CCS,Quantidade de clientes - SCR
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,AGIBANK (conglomerado),54.79,58,140,73,271,1058431,790848,693843
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Top 10,Conglomerado,BB (conglomerado),21.25,1463,2782,2225,6470,68844801,65031349,30167056
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,C6 BANK (conglomerado),979.53,5940,598,207,6745,6064085,5139889,1748590
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,COLOMBO (conglomerado),,0,3,1,4,331101,0,331101
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,FINAXIS (conglomerado),,0,1,0,1,4066,4066,0
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,GENIAL (conglomerado),,5,3,2,10,16008,16003,35
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,GM (conglomerado),,5,14,23,42,309105,473,308711
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,GRUPO ZEMA (conglomerado),,1,4,4,9,439232,570,438672
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,HERVAL - HS (conglomerado),,3,7,0,10,213321,13314,202222
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,MÁXIMA (conglomerado),568.89,57,44,18,119,100194,4444,95896
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Top 10,Conglomerado,NUBANK (conglomerado),0.0,0,8,11,19,13774766,12716441,1936741
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,PAGBANK-PAGSEGURO (conglomerado),,0,6,0,6,2476342,2471600,5042
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,1º,Grupo Secundário,Conglomerado,PARANÁ BANCO (conglomerado),228.46,111,252,19,382,485854,9678,476431
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,AGIBANK (conglomerado),59.49,68,205,84,357,1142941,868256,756080
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,BANCO SICOOB (conglomerado),,8,11,11,30,4794630,2308218,3042206
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Top 10 - Bancos e Financeiras,Conglomerado,BB (conglomerado),21.09,1456,1880,1846,5182,69010996,64888224,30699885
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Top 10 - Bancos e Financeiras,Conglomerado,BTG PACTUAL/BANCO PAN (conglomerado),103.44,1301,1352,977,3630,12576773,6775722,7288816
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,C6 BANK (conglomerado),433.76,3672,1335,763,5770,8465478,7373617,2346096
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,COLOMBO (conglomerado),,0,2,0,2,339230,29,339215
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,GENIAL (conglomerado),,16,4,3,23,106974,106969,39
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,GM (conglomerado),,8,19,14,41,297112,470,296722
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,GRUPO ZEMA (conglomerado),,1,3,3,7,445945,574,445387
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,HERVAL - HS (conglomerado),,5,3,5,13,219304,21827,201401
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,MASTER (conglomerado),811.55,80,69,19,168,98576,4627,94106
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,MERCADO CRÉDITO (conglomerado),,0,0,1,1,24423,0,24423
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Top 10 - Bancos e Financeiras,Conglomerado,NUBANK (conglomerado),0.0,0,12,13,25,17916854,16551605,2682699
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,PAGBANK-PAGSEGURO (conglomerado),,7,6,0,13,3013459,3008456,5432
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,PARANÁ BANCO (conglomerado),181.0,88,252,46,386,486166,9815,476614
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,SIMPALA (conglomerado),,1,0,0,1,2271,20,2251
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,2º,Demais bancos e financeiras,Conglomerado,VOITER (conglomerado),,0,3,1,4,5810,5261,840
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,AGIBANK (conglomerado),82.54,109,296,107,512,1320447,999951,873341
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,BANCO SICOOB (conglomerado),,21,26,6,53,5047970,2390217,3240987
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Top 10 - Bancos e Financeiras,Conglomerado,BB (conglomerado),16.79,1180,2361,2288,5829,70259170,65432728,31696455
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Top 10 - Bancos e Financeiras,Conglomerado,BTG PACTUAL/BANCO PAN (conglomerado),65.83,1004,1372,685,3061,15250442,9574292,7935699
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Top 10 - Bancos e Financeiras,Conglomerado,C6 BANK (conglomerado),149.45,1651,1425,749,3825,11046743,9885015,3341379
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,COLOMBO (conglomerado),,2,4,0,6,345089,30,345072
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,GENIAL (conglomerado),,10,3,1,14,208540,208535,44
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,GM (conglomerado),,1,10,9,20,274480,483,274083
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,GRUPO ZEMA (conglomerado),,1,4,4,9,461496,577,460937
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,HERVAL - HS (conglomerado),,10,1,3,14,219957,22813,202041
BNP Paribas,13000.0,4100.0,20000.0,3600.0,http://www.group.bnpparibas,"Paris, França",2000.0,"/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm",Mais de US$ 10 bilhões,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-BNP-Paribas-EI_IE10342.13,24.htm",3.8,3.7,4.0,3.8,3.4,3.4,3.5,77.0,63.0,S3,BNP PARIBAS,100.0,BNPPARIBAS,S3,00000001522368,BNP PARIBAS - PRUDENCIAL,,,2021,3º,Demais bancos e financeiras,Conglomerado,MASTER (conglomerado),,223,77,17,317,108515,5657,103039
